Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Attendance,Attendance %
7,3441,High,Medium,Yes,8,51,Low,Yes,0,Medium,Low,Public,Positive,3,No,College,Moderate,Male,58,3441,3441.00%
23,3442,Medium,High,No,7,94,Low,Yes,3,Medium,High,Public,Neutral,3,No,,Near,Female,68,3442,3442.00%
14,3443,High,Medium,No,7,63,Medium,Yes,2,Low,Medium,Public,Neutral,3,No,High School,Moderate,Male,61,3443,3443.00%
13,3444,Medium,High,No,6,53,Low,Yes,2,Low,Medium,Public,Positive,4,No,High School,Near,Male,65,3444,3444.00%
10,3445,High,Low,No,5,71,Medium,Yes,1,High,Medium,Public,Positive,3,No,High School,Moderate,Male,67,3445,3445.00%
9,3446,Low,High,Yes,7,91,Medium,Yes,1,High,Low,Public,Neutral,3,No,Postgraduate,Near,Male,67,3446,3446.00%
12,3447,High,Low,No,7,70,Medium,Yes,1,Medium,Medium,Private,Positive,4,No,High School,Near,Male,62,3447,3447.00%
16,3448,Medium,High,Yes,6,63,High,Yes,0,Low,Medium,Public,Positive,1,No,High School,Near,Female,86,3448,3448.00%
32,3449,High,Medium,No,6,77,Low,Yes,0,Medium,Medium,Public,Neutral,5,No,College,Near,Male,71,3449,3449.00%
17,3450,Medium,Medium,Yes,8,79,Medium,Yes,1,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Male,70,3450,3450.00%
21,3451,Medium,Medium,No,8,88,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,College,Near,Male,71,3451,3451.00%
22,3452,High,Low,No,10,90,High,Yes,2,Low,Medium,Public,Neutral,3,Yes,College,Moderate,Male,71,3452,3452.00%
21,3453,High,High,Yes,9,85,Low,Yes,1,High,Medium,Public,Negative,3,No,College,Near,Female,70,3453,3453.00%
20,3454,Medium,High,Yes,5,50,Medium,No,2,Low,Medium,Public,Neutral,5,No,High School,Moderate,Male,67,3454,3454.00%
13,3455,Medium,Low,Yes,7,50,High,Yes,0,Medium,Low,Public,Positive,4,No,High School,Near,Male,60,3455,3455.00%
29,3456,High,High,No,5,99,Medium,Yes,0,Medium,High,Public,Neutral,4,No,College,Near,Female,73,3456,3456.00%
31,3457,High,Low,Yes,4,63,High,Yes,1,Medium,Medium,Public,Neutral,2,Yes,High School,Near,Female,67,3457,3457.00%
10,3458,Low,High,Yes,10,64,High,Yes,1,Low,Medium,Private,Negative,3,Yes,College,Near,Female,62,3458,3458.00%
14,3459,Medium,High,No,9,87,High,Yes,0,Medium,Medium,Public,Negative,3,No,College,Near,Female,67,3459,3459.00%
18,3460,High,Low,No,6,79,Medium,Yes,1,Medium,High,Public,Positive,2,No,College,Near,Female,65,3460,3460.00%
14,3461,Medium,Medium,No,9,73,Medium,Yes,1,Low,Medium,Public,Neutral,6,No,High School,Near,Male,61,3461,3461.00%
23,3462,High,Medium,Yes,9,56,Low,No,0,Low,Medium,Private,Negative,4,No,High School,Moderate,Female,61,3462,3462.00%
16,3463,High,Medium,No,4,54,Low,Yes,1,Low,Medium,Private,Neutral,2,No,High School,Near,Female,60,3463,3463.00%
33,3464,High,High,No,8,85,Low,Yes,4,Low,Low,Public,Negative,3,No,High School,Near,Male,68,3464,3464.00%
27,3465,High,Medium,Yes,6,56,Low,Yes,0,Low,High,Public,Neutral,5,No,College,Moderate,Female,65,3465,3465.00%
21,3466,High,High,Yes,8,72,Low,Yes,3,Medium,Low,Public,Neutral,1,No,Postgraduate,Moderate,Female,67,3466,3466.00%
26,3467,High,Low,No,10,87,Low,Yes,2,Medium,Low,Public,Positive,2,No,Postgraduate,Near,Male,67,3467,3467.00%
27,3468,High,Medium,No,9,96,Low,Yes,0,High,Medium,Private,Positive,2,No,College,Moderate,Male,74,3468,3468.00%
17,3469,Low,Medium,No,7,94,Low,Yes,4,Medium,Medium,Public,Positive,2,No,High School,Far,Female,64,3469,3469.00%
15,3470,Medium,High,Yes,9,93,Low,Yes,2,Low,Low,Private,Neutral,3,No,College,Near,Male,64,3470,3470.00%
20,3471,Medium,Low,Yes,4,68,Medium,Yes,2,Low,High,Public,Neutral,3,No,High School,Near,Male,67,3471,3471.00%
25,3472,High,High,No,8,96,High,Yes,6,Medium,Medium,Public,Negative,3,Yes,High School,Far,Female,74,3472,3472.00%
21,3473,Medium,Medium,Yes,8,84,High,Yes,1,Low,Low,Private,Positive,2,No,College,Near,Male,69,3473,3473.00%
11,3474,Low,Medium,No,8,94,High,Yes,1,Low,Low,Public,Positive,2,No,High School,Near,Male,62,3474,3474.00%
15,3475,Medium,Medium,Yes,6,54,Medium,Yes,1,Medium,Medium,Public,Positive,2,No,College,,Female,66,3475,3475.00%
20,3476,High,High,Yes,8,52,Low,Yes,2,Medium,Medium,Public,Negative,3,No,College,Moderate,Female,69,3476,3476.00%
20,3477,High,Medium,Yes,8,71,Medium,Yes,1,Medium,Medium,Public,Negative,1,No,Postgraduate,Far,Male,68,3477,3477.00%
32,3478,High,Medium,Yes,4,91,Medium,Yes,2,High,Medium,Public,Neutral,2,No,High School,Moderate,Female,74,3478,3478.00%
12,3479,Medium,Medium,No,7,70,Medium,Yes,4,Medium,High,Public,Positive,3,No,High School,Far,Male,68,3479,3479.00%
23,3480,Medium,Medium,Yes,6,94,High,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,73,3480,3480.00%
29,3481,Medium,Low,No,8,62,Low,Yes,4,High,Medium,Public,Negative,5,No,College,Near,Male,70,3481,3481.00%
34,3482,Medium,High,No,9,52,Medium,Yes,0,Medium,Medium,Private,Neutral,4,No,High School,Moderate,Female,69,3482,3482.00%
18,3483,Medium,Medium,Yes,6,88,Medium,Yes,2,Medium,High,Public,Neutral,2,No,College,Far,Male,68,3483,3483.00%
23,3484,Medium,High,No,5,81,High,Yes,2,Low,Medium,Private,Negative,1,No,College,Near,Male,71,3484,3484.00%
23,3485,Low,Medium,No,7,72,Low,Yes,3,High,Medium,Public,Neutral,2,No,College,Near,Female,64,3485,3485.00%
21,3486,Medium,Medium,No,5,92,Low,Yes,3,Low,Low,Public,Positive,3,Yes,Postgraduate,Near,Male,71,3486,3486.00%
19,3487,Medium,Medium,No,7,91,Medium,Yes,1,Low,High,Public,Neutral,3,No,High School,Near,Female,65,3487,3487.00%
23,3488,Low,Medium,Yes,7,66,High,Yes,1,High,Medium,Private,Positive,3,No,Postgraduate,Near,Male,68,3488,3488.00%
5,3489,Medium,High,Yes,8,92,Low,Yes,1,Low,High,Private,Neutral,2,No,College,Near,Female,67,3489,3489.00%
24,3490,Medium,High,Yes,7,67,Medium,Yes,2,Medium,High,Public,Negative,4,No,Postgraduate,Far,Male,67,3490,3490.00%
21,3491,Medium,Low,Yes,7,81,Low,Yes,2,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,67,3491,3491.00%
19,3492,Medium,High,Yes,9,60,Low,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,63,3492,3492.00%
32,3493,Medium,Medium,No,7,63,Medium,Yes,0,Medium,Low,Public,Positive,3,No,High School,Near,Female,68,3493,3493.00%
16,3494,High,High,Yes,6,72,Medium,Yes,1,Low,High,Public,Positive,3,No,Postgraduate,Near,Female,66,3494,3494.00%
18,3495,Medium,Medium,Yes,7,66,High,Yes,1,High,High,Public,Positive,4,No,High School,Near,Male,67,3495,3495.00%
32,3496,Medium,Low,Yes,6,56,Medium,Yes,3,Medium,Medium,Public,Neutral,2,No,College,Moderate,Female,68,3496,3496.00%
15,3497,High,Medium,Yes,5,74,Medium,Yes,2,High,Medium,Private,Neutral,3,No,Postgraduate,Near,Male,72,3497,3497.00%
17,3498,Medium,Medium,No,5,76,Low,Yes,3,Low,High,Private,Neutral,3,No,Postgraduate,Moderate,Female,70,3498,3498.00%
19,3499,Low,High,No,9,58,Low,Yes,3,Medium,Medium,Public,Negative,4,No,High School,Moderate,Female,62,3499,3499.00%
25,3500,Medium,Low,Yes,6,59,Medium,Yes,2,Low,Medium,Public,Neutral,2,No,College,Near,Female,69,3500,3500.00%
21,3501,Medium,Low,Yes,7,51,Low,Yes,0,Low,Medium,Private,Positive,4,No,High School,Near,Female,61,3501,3501.00%
12,3502,Medium,Low,Yes,7,52,Low,Yes,2,Low,Medium,Public,Positive,2,No,High School,Moderate,Female,58,3502,3502.00%
17,3503,Low,Medium,No,7,68,Medium,Yes,5,Medium,Medium,Private,Neutral,3,No,High School,Near,Male,63,3503,3503.00%
16,3504,High,Medium,No,9,57,High,No,4,Medium,Medium,Public,Positive,3,No,College,Near,Female,71,3504,3504.00%
20,3505,Low,Medium,Yes,7,96,Low,No,1,Low,High,Public,Positive,3,No,College,Near,Female,70,3505,3505.00%
23,3506,High,Medium,No,6,60,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Near,Female,64,3506,3506.00%
23,3507,High,Low,No,6,53,Low,Yes,2,Medium,Medium,Public,Positive,1,No,College,Far,Male,63,3507,3507.00%
9,3508,High,Medium,Yes,8,70,Low,Yes,1,Medium,Medium,Public,Positive,3,No,College,Near,Male,63,3508,3508.00%
26,3509,High,Low,No,8,60,High,Yes,2,Low,High,Public,Positive,5,No,Postgraduate,Near,Female,71,3509,3509.00%
22,3510,Low,High,Yes,8,53,Medium,No,0,Low,Low,Public,Negative,2,No,Postgraduate,Near,Female,65,3510,3510.00%
28,3511,High,High,No,7,88,Low,Yes,2,Low,Medium,Public,Neutral,2,No,High School,Moderate,Male,68,3511,3511.00%
23,3512,Medium,High,Yes,5,78,High,No,1,Medium,Medium,Private,Neutral,3,No,High School,Moderate,Male,70,3512,3512.00%
27,3513,High,High,Yes,8,53,Medium,Yes,3,Medium,Low,Public,Neutral,3,No,High School,Far,Female,68,3513,3513.00%
23,3514,Medium,High,No,7,73,Medium,No,3,Low,Medium,Private,Negative,1,No,High School,Moderate,Male,69,3514,3514.00%
28,3515,Medium,Medium,Yes,7,52,Medium,Yes,0,Medium,Medium,Public,Positive,5,No,College,Near,Male,70,3515,3515.00%
23,3516,High,Medium,No,5,68,Low,Yes,0,High,High,Private,Positive,3,Yes,High School,Near,Male,67,3516,3516.00%
19,3517,Low,High,Yes,6,68,Medium,Yes,2,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,69,3517,3517.00%
34,3518,Low,Medium,No,6,91,Low,Yes,2,High,Medium,Public,Neutral,3,No,,Moderate,Female,73,3518,3518.00%
25,3519,Medium,Medium,Yes,8,87,Low,Yes,3,Medium,Low,Public,Positive,3,No,Postgraduate,Moderate,Male,68,3519,3519.00%
23,3520,High,Medium,No,8,95,Medium,Yes,2,Low,Medium,Public,Negative,2,No,College,Far,Female,67,3520,3520.00%
12,3521,Medium,High,Yes,7,57,Low,Yes,0,Low,Medium,Private,Positive,4,No,College,Moderate,Female,67,3521,3521.00%
12,3522,Medium,High,Yes,8,77,Medium,Yes,2,Low,High,Private,Positive,3,No,College,Near,Male,64,3522,3522.00%
22,3523,High,Medium,No,9,51,Medium,Yes,2,Low,Medium,Public,Neutral,2,No,High School,Near,Male,63,3523,3523.00%
21,3524,Low,High,No,8,91,Medium,No,1,Medium,Low,Private,Negative,5,No,Postgraduate,Near,Female,67,3524,3524.00%
16,3525,Medium,High,Yes,8,68,Medium,Yes,1,Medium,High,Public,Positive,2,No,High School,Near,Male,70,3525,3525.00%
21,3526,High,Medium,Yes,6,53,High,Yes,1,Medium,Medium,Public,Positive,3,No,Postgraduate,Near,Female,71,3526,3526.00%
30,3527,Medium,High,Yes,6,66,High,Yes,1,Medium,Medium,Private,Neutral,2,No,College,Near,Male,74,3527,3527.00%
24,3528,Medium,High,Yes,9,64,High,Yes,2,High,Low,Public,Positive,3,No,High School,Near,Male,70,3528,3528.00%
13,3529,Low,Low,No,6,88,Medium,Yes,1,Medium,Medium,Public,Neutral,2,No,College,Moderate,Female,59,3529,3529.00%
19,3530,Low,Medium,Yes,8,56,Medium,Yes,0,Low,Medium,Private,Neutral,3,Yes,High School,Near,Male,64,3530,3530.00%
15,3531,Low,Medium,No,10,78,Low,Yes,2,Medium,High,Public,Neutral,3,No,High School,Near,Female,67,3531,3531.00%
18,3532,Medium,Medium,Yes,8,90,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Near,Male,63,3532,3532.00%
18,3533,Low,High,Yes,7,87,Medium,Yes,5,Low,Low,Public,Positive,2,No,College,Near,Male,66,3533,3533.00%
17,3534,Medium,Medium,Yes,5,97,Medium,Yes,1,Medium,Medium,Private,Negative,4,No,College,Far,Male,62,3534,3534.00%
12,3535,Low,Medium,No,7,50,Medium,Yes,3,High,High,Public,Neutral,3,No,High School,Near,Male,65,3535,3535.00%
19,3536,High,High,Yes,9,68,Medium,Yes,3,High,Medium,Public,Positive,4,No,College,Far,Male,73,3536,3536.00%
17,3537,High,High,Yes,7,68,High,Yes,1,Medium,High,Public,Positive,2,No,High School,Near,Male,70,3537,3537.00%
2,3538,Medium,Low,Yes,9,52,Low,Yes,0,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,62,3538,3538.00%
32,3539,Medium,High,No,8,91,Medium,No,2,High,Low,Public,Positive,5,Yes,High School,Near,Female,68,3539,3539.00%
27,3540,High,Low,Yes,7,84,Medium,Yes,1,High,Medium,Public,Neutral,3,No,College,Near,Male,74,3540,3540.00%
18,3541,Medium,Medium,No,7,76,Low,Yes,2,Medium,Medium,Private,Neutral,4,No,High School,Near,Female,96,3541,3541.00%
20,3542,High,High,No,5,70,High,Yes,1,Low,High,Public,Negative,2,No,High School,Moderate,Male,66,3542,3542.00%
13,3543,Low,High,Yes,6,95,Medium,No,0,Low,Medium,Public,Positive,4,No,Postgraduate,Near,Male,69,3543,3543.00%
30,3544,High,High,Yes,6,63,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,70,3544,3544.00%
31,3545,Medium,Low,Yes,8,67,Medium,Yes,2,Medium,Medium,Private,Neutral,3,No,College,Near,Male,73,3545,3545.00%
21,3546,Low,Low,No,7,98,Low,Yes,1,Low,High,Public,Positive,2,No,High School,Near,Male,69,3546,3546.00%
26,3547,High,High,Yes,9,53,Medium,Yes,1,Low,Medium,Private,Neutral,4,No,High School,Far,Male,71,3547,3547.00%
21,3548,High,Low,Yes,7,89,Low,No,0,Low,Low,Public,Neutral,2,No,College,Moderate,Female,65,3548,3548.00%
12,3549,Medium,Low,Yes,6,86,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,Postgraduate,Near,Female,62,3549,3549.00%
18,3550,High,High,No,6,95,Low,Yes,1,Medium,,Public,Positive,3,No,High School,Near,Male,69,3550,3550.00%
21,3551,Low,Medium,No,6,55,High,Yes,3,Low,Medium,Public,Positive,2,No,College,Near,Male,65,3551,3551.00%
17,3552,Medium,Medium,No,7,99,Medium,Yes,1,Medium,Medium,Public,Neutral,2,No,College,Far,Female,68,3552,3552.00%
19,3553,Low,Low,Yes,6,51,High,Yes,1,Low,Medium,Public,Negative,3,Yes,Postgraduate,Near,Male,65,3553,3553.00%
19,3554,Medium,High,Yes,5,67,Medium,Yes,4,High,Medium,Private,Neutral,1,No,High School,Moderate,Male,72,3554,3554.00%
20,3555,High,High,Yes,9,54,Medium,Yes,2,High,Medium,Private,Positive,4,No,Postgraduate,Near,Male,67,3555,3555.00%
20,3556,Medium,Low,No,7,53,Medium,Yes,2,Medium,High,Private,Positive,2,No,College,Far,Male,68,3556,3556.00%
14,3557,Low,Medium,No,7,98,Medium,No,0,Medium,High,Public,Positive,3,No,High School,Near,Male,68,3557,3557.00%
16,3558,Medium,Medium,No,6,86,Low,No,2,Medium,Medium,Private,Neutral,3,Yes,College,Near,Female,66,3558,3558.00%
12,3559,Medium,High,Yes,5,75,High,Yes,0,High,Medium,Private,Negative,2,No,High School,Moderate,Male,62,3559,3559.00%
26,3560,Medium,Medium,Yes,7,55,Medium,Yes,2,Medium,High,Public,Neutral,4,No,High School,Far,Male,65,3560,3560.00%
7,3561,Low,High,Yes,4,76,High,Yes,1,Medium,Medium,Private,Positive,5,No,High School,Far,Female,60,3561,3561.00%
27,3562,High,Medium,Yes,8,66,Medium,Yes,2,Low,High,Private,Neutral,4,Yes,High School,Moderate,Male,70,3562,3562.00%
28,3563,Medium,Medium,Yes,6,64,Low,Yes,1,Low,Medium,Public,Neutral,1,No,High School,Moderate,Male,68,3563,3563.00%
18,3564,Medium,High,Yes,7,81,Low,Yes,1,Medium,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,72,3564,3564.00%
4,3565,Medium,Medium,Yes,8,90,Medium,Yes,2,High,Medium,Public,Positive,2,No,High School,Moderate,Female,63,3565,3565.00%
18,3566,Medium,High,Yes,7,72,Low,Yes,1,Medium,Medium,Private,Neutral,1,Yes,High School,Moderate,Male,63,3566,3566.00%
20,3567,Low,Medium,Yes,5,75,Low,Yes,1,Medium,Medium,Public,Neutral,2,No,College,Near,Male,67,3567,3567.00%
14,3568,Medium,Low,Yes,9,83,Low,Yes,4,Medium,Medium,Public,Neutral,2,No,Postgraduate,,Female,68,3568,3568.00%
17,3569,Medium,Medium,No,5,56,Low,Yes,2,High,Medium,Public,Positive,3,No,High School,Near,Female,69,3569,3569.00%
29,3570,High,Medium,Yes,4,91,Low,Yes,1,High,High,Public,Neutral,4,No,High School,Near,Female,75,3570,3570.00%
24,3571,Low,Medium,No,8,92,High,Yes,0,High,Medium,Public,Neutral,3,No,High School,Moderate,Male,67,3571,3571.00%
14,3572,High,High,Yes,5,77,Medium,Yes,2,Low,High,Public,Positive,3,No,High School,Near,Male,69,3572,3572.00%
10,3573,Low,Medium,No,9,59,Low,Yes,0,Medium,Medium,Public,Positive,2,No,Postgraduate,Near,Male,65,3573,3573.00%
18,3574,Low,High,Yes,8,75,Medium,No,2,Medium,Medium,Public,Negative,4,No,High School,Near,Male,65,3574,3574.00%
19,3575,Medium,Medium,Yes,7,55,Low,Yes,1,Low,Medium,Public,Positive,4,No,College,Near,Female,63,3575,3575.00%
23,3576,Low,Medium,No,6,88,Medium,Yes,2,Medium,Medium,Private,Neutral,4,No,High School,Near,Male,65,3576,3576.00%
17,3577,Medium,Low,No,6,66,Medium,Yes,0,Low,Medium,Public,Positive,2,No,High School,Far,Female,58,3577,3577.00%
23,3578,High,High,Yes,6,66,Low,Yes,0,Low,High,Private,Positive,3,No,High School,Moderate,Male,70,3578,3578.00%
32,3579,Low,Low,Yes,6,97,Medium,Yes,1,Medium,Low,Public,Neutral,5,No,College,Moderate,Male,66,3579,3579.00%
25,3580,Medium,Low,No,9,71,Medium,No,2,Low,Medium,Public,Negative,2,No,College,Near,Female,63,3580,3580.00%
20,3581,Medium,Low,Yes,6,89,Low,Yes,1,Low,Medium,Private,Negative,3,No,High School,Far,Male,62,3581,3581.00%
19,3582,Medium,Medium,Yes,8,82,High,Yes,2,Medium,Medium,Private,Positive,3,No,College,Moderate,Female,69,3582,3582.00%
18,3583,Medium,Medium,No,9,66,High,Yes,1,High,High,Public,Positive,3,No,High School,Near,Female,66,3583,3583.00%
27,3584,High,Low,No,6,56,Medium,Yes,0,Low,High,Public,Neutral,2,No,High School,Moderate,Male,68,3584,3584.00%
16,3585,Low,Medium,Yes,8,90,Low,Yes,2,High,Medium,Public,Neutral,2,No,Postgraduate,Far,Male,62,3585,3585.00%
20,3586,High,Medium,No,6,88,Medium,Yes,0,Medium,High,Public,Negative,4,Yes,High School,Near,Male,64,3586,3586.00%
20,3587,Medium,High,Yes,7,58,Low,No,0,Medium,Medium,Public,Neutral,2,No,College,Near,Female,65,3587,3587.00%
17,3588,Medium,High,Yes,6,62,Low,Yes,2,Low,Medium,Private,Negative,3,No,College,Far,Male,64,3588,3588.00%
12,3589,Medium,Medium,No,6,88,High,Yes,2,High,Medium,Public,Positive,3,No,High School,Near,Female,65,3589,3589.00%
22,3590,Medium,Medium,Yes,7,99,Low,Yes,3,Medium,Medium,Private,Neutral,4,No,High School,Moderate,Male,65,3590,3590.00%
20,3591,Low,Medium,Yes,5,92,Medium,Yes,0,Medium,Medium,Public,Neutral,3,No,College,Near,Female,70,3591,3591.00%
23,3592,Low,High,No,8,84,High,Yes,2,Medium,Medium,Private,Positive,3,Yes,Postgraduate,Near,Female,71,3592,3592.00%
17,3593,Medium,Medium,Yes,5,96,Low,Yes,2,Medium,High,Public,Positive,3,No,College,Moderate,Male,65,3593,3593.00%
27,3594,High,Medium,No,5,64,Medium,No,1,High,High,Public,Positive,4,No,Postgraduate,Near,Male,67,3594,3594.00%
15,3595,Low,High,Yes,7,50,High,No,4,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,68,3595,3595.00%
30,3596,High,High,Yes,6,66,Low,Yes,1,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,73,3596,3596.00%
10,3597,Medium,High,No,8,99,Medium,Yes,0,Medium,High,Public,Neutral,4,Yes,High School,Near,Male,64,3597,3597.00%
23,3598,High,High,No,7,94,Low,No,3,Low,Medium,Private,Positive,1,No,High School,Near,Male,71,3598,3598.00%
23,3599,Medium,High,No,5,53,Medium,Yes,2,Medium,High,Private,Positive,2,No,High School,Near,Female,70,3599,3599.00%
15,3600,Low,High,No,8,75,Medium,Yes,4,Medium,Medium,Public,Neutral,1,No,High School,Near,Female,68,3600,3600.00%
23,3601,High,Medium,Yes,7,54,Medium,Yes,2,Low,Medium,Private,Neutral,4,No,College,Moderate,Female,68,3601,3601.00%
28,3602,Low,High,Yes,7,89,Medium,Yes,3,Low,Medium,Public,Positive,3,Yes,High School,Far,Male,68,3602,3602.00%
7,3603,Medium,High,Yes,10,69,Low,Yes,0,Low,Medium,Private,Positive,3,No,College,Moderate,Female,59,3603,3603.00%
23,3604,Medium,Medium,Yes,9,96,Medium,Yes,2,Medium,High,Private,Neutral,4,No,College,Near,Male,74,3604,3604.00%
5,3605,Medium,Medium,Yes,7,53,Low,No,1,Low,High,Public,Positive,3,No,Postgraduate,Moderate,Male,62,3605,3605.00%
14,3606,High,Low,Yes,5,87,High,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Far,Male,64,3606,3606.00%
30,3607,High,High,No,5,70,Medium,Yes,0,High,Medium,Public,Positive,2,No,Postgraduate,Near,Male,76,3607,3607.00%
17,3608,High,Medium,Yes,9,63,Medium,Yes,2,Low,Medium,Public,Positive,2,No,High School,Near,Male,70,3608,3608.00%
13,3609,High,Medium,No,6,76,Medium,No,0,Low,Low,Public,Positive,5,No,Postgraduate,Near,Male,69,3609,3609.00%
19,3610,Medium,Medium,Yes,7,74,High,No,0,Low,High,Public,Positive,2,No,,Near,Female,69,3610,3610.00%
32,3611,Low,High,Yes,5,67,Medium,No,4,Medium,Medium,Public,Positive,3,No,High School,Far,Male,74,3611,3611.00%
9,3612,High,Medium,No,8,82,Low,No,2,High,High,Public,Negative,2,No,High School,Near,Female,62,3612,3612.00%
14,3613,Medium,Medium,No,9,83,High,Yes,2,Low,High,Public,Positive,3,No,Postgraduate,Moderate,Male,70,3613,3613.00%
29,3614,Low,Medium,Yes,9,54,Medium,No,4,Low,High,Public,Positive,3,No,High School,Near,Male,71,3614,3614.00%
31,3615,Medium,Low,Yes,6,80,Low,Yes,4,Medium,Medium,Public,Negative,2,No,College,Near,Male,68,3615,3615.00%
19,3616,High,Low,Yes,8,86,Low,Yes,3,High,Medium,Private,Neutral,3,No,Postgraduate,Near,Female,66,3616,3616.00%
13,3617,Low,Medium,No,7,54,High,Yes,3,High,Medium,Public,Negative,3,No,High School,Far,Male,67,3617,3617.00%
33,3618,High,Medium,No,8,83,Low,Yes,3,Low,High,Private,Neutral,4,No,High School,Near,Male,71,3618,3618.00%
30,3619,Medium,Medium,Yes,7,90,Medium,Yes,3,Medium,Medium,Public,Neutral,1,No,High School,Moderate,Male,74,3619,3619.00%
24,3620,Low,Medium,Yes,6,92,Low,Yes,3,Medium,Medium,Public,Positive,2,No,College,Near,Male,65,3620,3620.00%
15,3621,High,Low,Yes,9,52,Medium,Yes,1,Medium,Medium,Private,Neutral,3,No,High School,Moderate,Female,60,3621,3621.00%
20,3622,High,High,Yes,7,85,Low,Yes,2,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,69,3622,3622.00%
19,3623,Medium,Medium,Yes,6,90,Low,Yes,2,Low,Medium,Private,Positive,3,No,High School,Moderate,Male,65,3623,3623.00%
22,3624,Medium,Low,Yes,7,70,Medium,Yes,3,Low,Medium,Public,Positive,2,No,High School,Near,Female,69,3624,3624.00%
29,3625,Medium,Low,Yes,6,77,High,Yes,1,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,70,3625,3625.00%
25,3626,High,Low,Yes,8,63,Medium,Yes,0,Medium,High,Private,Positive,1,Yes,Postgraduate,Near,Female,65,3626,3626.00%
14,3627,Low,Low,Yes,7,66,Low,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Far,Female,57,3627,3627.00%
28,3628,Medium,Medium,Yes,6,75,Low,Yes,0,Medium,High,Public,Positive,2,No,High School,Near,Female,68,3628,3628.00%
22,3629,High,High,No,10,58,Medium,Yes,2,High,Low,Public,Neutral,3,No,Postgraduate,Near,Male,67,3629,3629.00%
24,3630,Medium,Medium,No,5,69,Medium,Yes,2,Medium,Medium,Private,Negative,4,No,High School,Near,Female,70,3630,3630.00%
29,3631,Medium,Medium,Yes,8,65,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,68,3631,3631.00%
13,3632,High,High,Yes,7,62,Medium,Yes,1,Low,Medium,Public,Neutral,1,No,College,Moderate,Female,62,3632,3632.00%
20,3633,High,Medium,Yes,5,74,Medium,Yes,1,Low,Medium,Public,Neutral,5,No,High School,Far,Male,67,3633,3633.00%
17,3634,High,High,Yes,6,92,Medium,Yes,0,Medium,Medium,Private,Positive,1,No,Postgraduate,Near,Male,66,3634,3634.00%
